id;name
10154768998599893_10154769592714893;امريكا تريد حظر الطيران لتتقدم داعش ويضيع الجيش السوري وتضيع سوريا
10154768998599893_10154769152104893;خليهن يلعبو ع كيفن
10154768998599893_10154769127699893;تلعن يا جهلة ياتربيه الغنم والبهايم
10154768998599893_10154769194289893;الله يذيقكم مااذقتموه الشعب السوري المجاهد!!!!
10154768998599893_10154769127984893;فردة شحاطة بلاستيك في فم أوباما
10154768998599893_10154769445619893;لماذا يحارب أبناء الأرض المحتله ضمن صفوف داعش و يفجرون فى سوريا الحبيبة الغالية ؟؟!! هل يحرروا أرضهم من المحتل هناك ؟؟!! https://youtu.be/1rmFipFW7Ig
10154768998599893_10154769143849893;مرة اخرى يثبت الاميركان وقوفهم ودعمهم للجماعات الارهابيه  لكن صمود الجيش العربي السوري وحلفائه سيبدد كل كل احلام الاميركان واليهود وتركيا ودول الخليج والنصر قريب وعاجلا سيتم  ابادة  هذه الجماعات الارهابيه .
10154768998599893_10154769638689893;الهي يحظركم الله بوديان جهنم يا رب
10154768998599893_10154769563419893;لو صح وقف الطائرات الروسبة والأمريكية فالاسد سيرحل.
10154768998599893_10154769210174893;يكذبون ثم يكذبون ثم يكذبون.
10154768998599893_10154769260179893;الله يوقف حالكم امريكاا وروسيا وسورياا
10154768998599893_10154769534179893;اخر نكتة الدول الغربية تدعو لحظر الطيران الغربي
10154768998599893_10154769909864893;لاحول ولا قوة الا بالله حسبنا الله ونعم الوكيل
10154768998599893_10154769487129893;كيف يمنعون الاسد من التحليق فوق بلاده وهم يريدون التحليق فوق كل بلدان العالم !!!!!!!
10154768998599893_10154770598404893;كلب بناقش كلب .وكلب بقتل شعب.وكلاب بتتفرج حتى تنبح مش قادرة
10154768998599893_10154769654814893;يلعبون فينا مثل الكرة ...الله اكبر عليهم
10154768998599893_10154769389064893;حسبنا الله ونعم الوكيل انا لله وانا اليه راجعون ما لنا غيرك يا الله
10154768998599893_10154769987259893;علشان يدخلوا داعش حلب
10154768998599893_10154769233484893;تمثيلية
10154768998599893_10154770065344893;كل الأخبار و الصور للقتلة المحترفين
10154768998599893_10154769609089893;الروس والاميركان مجرمين ماكرين
10154768998599893_10154769221749893;تعلن وليس تلعن
10154768998599893_10154769294314893;والله كذاب
10154768998599893_10154769396899893;هذا هو القرار الذي تنتظره
10154768998599893_10154769689874893;قد حصل تقسيم في سوريا بين امريكا وروسيا ولكنكم ﻻتعلمون
10154768998599893_10154769166694893;روسيا تعاني الهزيمه والتهميش من امريكا اللتي احتوت الأسد بتدخلها
10154768998599893_10154769295539893;صباح الخير!! أكثر سلاح إجرامي إرهابي هو سلاح الجو
10154768998599893_10154769842559893;يارب يتعمل حظر طيران على سوريا لينهى الحرب
10154768998599893_10154769500909893;كله أفلام
10154768998599893_10154770224949893;مين رادد على كلامه ،علماً انه والاسد وبوتين في فراش واحد
10154768998599893_10154769228799893;عشان تدخل المزيد من الاسلحه
10154768998599893_10154770432209893;Two Yepps by Kerry, mighty man
10154768998599893_10154769232194893;امريكا تريد حظر الطيران لتتقدم داعش ويضيع الجيش السوري وتضيع سوريا
10154768998599893_10154769275579893;ااال
10154768998599893_10154769263009893;كذب كذب
10154768998599893_10154769596619893;ههههههههههههههههعغغقلنمهلىةنههههههههههه
10154768998599893_10154770384554893;حسبنا الله ونعم الوكيل
10154768998599893_10154769951119893;😈🙉👹👺💀👿👾👽👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
10154768998599893_10154769248469893;هههههه
10154768998599893_10154769191559893;الشرقاط تعود بسواعد الابطال ...لم يتبقى شيء على الموصل .. بعد ان سلمها الخونة على طبق من ذهب الى داعش اليوم تعود بدماء قواتنا العراقية 🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶..  شكراً لكم ويعجز اللسان عن شكركم✌🏻️🇮🇶✌🏻️🇮🇶  https://www.facebook.com/ALBASHA.NoRi/photos/pcb.1210117089010730/1210115919010847/?type=3&theater
10154768998599893_10154770098794893;يجب ان ينتفص العالم لحماية المدنيين العزل.  وليتحارب المتحاربين. كيغما يشاؤوون
10154768998599893_10154770344734893;الدولتين المارقتين تتنافس في التنكيل بالسوريين  حتي يتم حماية الساقطة إسرائيل المنتهية الصلاحية
10154768998599893_10154769127754893;امريكا لا يمكن ان تتحدى بشار و روسيا  لانهم الاقوى و امريكا و الخليجين زائلون
10154768998599893_10154769354819893;#تحليل_عسكري  النظام عم يستغل الهدنة لاحكام الحصار ع #حلب .... آنيا عم  يهجم على كل المحاور من العامرية لبستان القصر لِ جمعية الزهراء ل 1070 شقة .....  ليجعل من ثمن فكر الحصار اكثر واكثر يوما بعد يوم  .... كما قلتها سابقا .... فوجئ النظام بطموح الثوار لفك الحصار (من الجنوب الغربي وليس من جهة حندارات) قبل اكثر من شهر ونصف ... واغلب قواته بذلك الوقت كانت خارج المدينة ....  برأيي كان يجب تحرير المدينة كلها ...بدل من الإكتفاء بفك الحصار فقط .... فك الحصار عن #حلب المحررة  .... يعني تلقائيا محاصرة #حلب الغربية ... والنظام وروسيا وايران لن يسمحوا بذلك .... لذلك أقول ان فك الحصار ليس بكاف .... والا المعركة رح تكون معركة استنزاف لطاقات وكوادر المعارضة #السورية .... #حلب_تحرق ....اليوم نفذ أكثر من مئة غارة جوية ... اغلبهم فسفوري .... وهذا غضون الهدنة ... فما بالكم عندما تنتهي الهدنة؟ .....
10154768998599893_10154769126269893;هههههههه  عشان داعش تعرف تاخد راحتها
10154768998599893_10154769376829893;مامعنى هذا الكلام؟؟؟؟
10154768998599893_10154769350529893;خسئتم ايها الرجعيون نحن لن نضل الطريق لان لنا وطن اما وطنكم فهو شهواتكم
10154768998599893_10154769114389893;نبوءة زوال إسرائيل في القرآن الكريم  https://m.facebook.com/Numericalmiracle
10154768998599893_10154769263324893;يوسف السقفي
10154768998599893_10154769563854893;https://www.facebook.com/%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D8%A7%D8%B1%D9%8A%D8%B3%D8%AA%D9%88%D9%86-19094-167692086769749/
10154768998599893_10154769261899893;#الصرخي_يطالب_بعودة_النازحين المرجع العراقي السيد #الصرخي الحسني مئات الالاف وملايين الناس في الصحاري وفي البراري وفي اماكن النفايات والقاذورات وعليهم ينزل المطر ويضربهم البرد كما مر عليهم لهيب الحر والسموم والشمس وحرارة الشمس وعطش الشمس ومعاناة الصيف , مر عليهم الصيف ومر عليهم الشتاء وتمر عليهم الايام والاسابيع والاشهر والفصول والسنين ولا يوجد من يهتم لهؤلاء المساكين ، لهؤلاء الابرياء . http://up.1sw1r.com/upfiles2/5n040841.jpg
10154768998599893_10154769203044893;يشرفني متابعتكم اجمل الفيديوهات الحصرية والمضحكة    https://m.facebook.com/%DB%86%EF%AF%BE%EF%BB%9F%D8%A3%DA%BE%D9%8E%DB%81%D9%91-846145195480815/?ref=bookmarks
160729029892_10154768985999893;من وزيرة في حكومة الوفاق اليمنية إلى لاجئة في #ألمانيا
10154768985999893_10154769110214893;وما بال عبد ربه منصور ألم يكن كذلك نائبا للرئيس في اليمن ثم رئيسا ثم الآن لاجئا في السعودية؟ والشأن نفسه بالنسبة لابن علي ألم يكن الحاكم الآمر الناهي في تونس والآن هو لاجئء في السعودية؟ هكذا الدنيا لا تستقر على حال.
10154768985999893_10154770177609893;لم أرى جامع ولا بوفيه ولا محل تجاري حتى بسطات الخضار ومسالخ الدجاج إلا وفيه 📮 صندوق من صناديق جمعيات حزب الإصلاح التي يشحت من خلالها باسم فلسطين والأيتام وافطار الصائم ووووو.....إلخ   عجبا لقوم يتحدثون عن الشحت  !!!!!
10154768985999893_10154769099369893;هل تريد ان تعرف ماهو الفرق بين العرب والغرب هو نقطة فقط ؟  فهم غرب ، ونحن عرب.. أرأيتم ؟  فقط نقطة .  وهم شعب يختار ، ونحن شعب يحتار ، نفس النقطة مجدداً !!  وهم تحالفوا ، والعرب تخالفوا ، عادت النقطة مرة أخرى . هم وصلوا لمستوى الحصانة ، والعرب مازالوا في مستوى الحضانة وما زال العرب يعانون مشكل النقطة هم تعلموا بالأقلام  ونحن تعلمنا بالأفلام   وعادت النقطة مجددا . لاننا عدنا عرب بلا اسلام ......مثل عهد الجاهلية
10154768985999893_10154769054829893;امرأة عظيمة ووزيرة شريفة صاحبة مواقف بطولية ربي يحفزها أينما كانت
10154768985999893_10154769354479893;لاجئة فى المانيا احسن من وزيرة لكن انزعى عنك كفن المسلمات الأسود واندمجى فى المجتمع الألمانى
10154768985999893_10154769869984893;الرىيس وصل عدن والمفروض تقول للمخلوت فين كان واين هوه هارب اليوم ؟تصدق ان المخلوع ينوم بمدج دواجن ههههه
10154768985999893_10154769868419893;هذه حاله اليمن بعهد غزو المليشيات ولكن البشرى الجميله ان الميليشات انكمشت احوالي اقل من ربع مساحه اليمن ولولا الفيتو الامريمي لكان اقتاحم صنعاء مسأله وقت ومسك المخلوع وسيد الكهف الجبناء الهاربيين ببلاعات ومحاكمتهم
10154768985999893_10154769163129893;طيب ليش الدول العربيه ما احتضنة هذه الوزيره ولا ما منها فايده خلص انتهى دورها
10154768985999893_10154770401879893;سيدتي العزيزة ولم لم تجتمعي بميركل فقد يمنحوك وزيرة الاقتصاد والمالية في المانيا ...؟ هل اليمن اصلا دولة ؟ مجرد تساؤل .
10154768985999893_10154769590824893;لك كل الشكر والتقدير والاحترام وفقكم الله وسدد على طريق الخير خطاكم
10154768985999893_10154769122899893;جلوسها على حجرة في ألمانيا أفضل من جلوسها على كرسي في البرلمان اليمني.
10154768985999893_10154769279854893;اخرجوها كفار قريش مليشيات الحوثيين
10154768985999893_10154769063459893;هاذه الزمن لايعيش فيه غير الانذال
10154768985999893_10154769299864893;ربنا يرد غربتك
10154768985999893_10154769080084893;تستاهل
10154768985999893_10154769078654893;لولا قناة الجزيرة ما نجحت الثورة السورية
10154768985999893_10154769056134893;‏حسبنا الله ونعم الوكيل ‏على دول الخليج
10154768985999893_10154770376999893;🤔
10154768985999893_10154769068789893;الكرسي دوّار ’ والزمن غدّار
10154768985999893_10154769070129893;.
10154768985999893_10154769133334893;احسن
10154768985999893_10154769752414893;une langue arabe parfaite <3
10154768985999893_10154769062524893;يعز من يشاء ويذل من يشاء. الجزائري الحر
10154768985999893_10154769085094893;إن مع العسر يسر
10154768985999893_10154769192894893;الشرقاط تعود بسواعد الابطال ...لم يتبقى شيء على الموصل .. بعد ان سلمها الخونة على طبق من ذهب الى داعش اليوم تعود بدماء قواتنا العراقية 🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶..  شكراً لكم ويعجز اللسان عن شكركم✌🏻️🇮🇶✌🏻️🇮🇶  https://www.facebook.com/ALBASHA.NoRi/photos/pcb.1210117089010730/1210115919010847/?type=3&theater
10154768985999893_10154769056519893;#الصرخي_يطالب_بعودة_النازحين المرجع العراقي السيد #الصرخي الحسني مئات الالاف وملايين الناس في الصحاري وفي البراري وفي اماكن النفايات والقاذورات وعليهم ينزل المطر ويضربهم البرد كما مر عليهم لهيب الحر والسموم والشمس وحرارة الشمس وعطش الشمس ومعاناة الصيف , مر عليهم الصيف ومر عليهم الشتاء وتمر عليهم الايام والاسابيع والاشهر والفصول والسنين ولا يوجد من يهتم لهؤلاء المساكين ، لهؤلاء الابرياء . http://up.1sw1r.com/upfiles2/5n040841.jpg _
10154768985999893_10154770098269893;Arbkan Ziad
10154768985999893_10154769564179893;https://www.facebook.com/%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D8%A7%D8%B1%D9%8A%D8%B3%D8%AA%D9%88%D9%86-19094-167692086769749/
10154768985999893_10154769070769893;https://www.youtube.com/watch?v=De_g_IpfYV8
10154768985999893_10154769262919893;#الصرخي_يطالب_بعودة_النازحين المرجع العراقي السيد #الصرخي الحسني مئات الالاف وملايين الناس في الصحاري وفي البراري وفي اماكن النفايات والقاذورات وعليهم ينزل المطر ويضربهم البرد كما مر عليهم لهيب الحر والسموم والشمس وحرارة الشمس وعطش الشمس ومعاناة الصيف , مر عليهم الصيف ومر عليهم الشتاء وتمر عليهم الايام والاسابيع والاشهر والفصول والسنين ولا يوجد من يهتم لهؤلاء المساكين ، لهؤلاء الابرياء . http://up.1sw1r.com/upfiles2/5n040841.jpg
10154768985999893_10154769058854893;Ben Yemenita
160729029892_10154768759864893;تحول المهرجان الذي غاب هذا العام قسرا إلى القلب النابض والبوصلة لمئات الآلاف من فلسطينيي 48 بشد الرحال والرباط على مدار العام في المدينة المقدسة
10154768759864893_10154768999114893;اسرائيل لها أصدقاء في المنطقة ومنها قطر  لما لا تتوسط قطر الى اسرائيل حبيبتها وتتوسل الى نتانياهو حتى يرفع الحصار عن إخواننا في غزة  ليس هكذا أفضل وتكون الصداقة منتجة
10154768759864893_10154768998699893;والله يا مصريين ما في أغلى من الشرف .. انتو ازاي بتسمحوا لبناتكم يكونوا فريسة سهلة لعادل امام وحسين فهمي في الأفلام المصرية ويقلعوا هدومهم ويتبادلوا القبلات بدون حشمة ولا أخلاق ؟!
10154768759864893_10154769079654893;الم اقل لكم سبب خراب ومشاكل الامة من سياسة الانظمة العربية سياسة الظلم والفساد والاستبداد التى اوصلتنا الى هذه الحالة لاجئين مشرديين متسوليين وفى العالم اصبحنا عرب مكروهين ارهابيين ..... .رحم الله الشاعر  حين وصف حكام العرب بمقولته الرائعه : كل أبناء السيادة والفخامة و  السمو والمعالي تحت نعالي  تحت نعالي فقيل لي عيبا عليك فكررت مقالي  ثم قيل لي عيبا عليك فكررت مقالي فانتبهت قليل الى سوء مقالي فقدمت اعتذاري لنعالي الايطالي الذي أساءت اليه في مقالي  ...
10154768759864893_10154768998254893;ادعوا معي جميعاً لعلها تكون ساعة استجابة : اللهم ارزق المصريين أتباع السيسي شوية شرف .. اللهم ارزق المصريين أتباع السيسي شوية شرف ، إلى متى يا جماعة الخير سوف يستمر التحــرش في الميادين العامة وقلع الملابس والرقص على أغنية تسلم الأيادي ؟!
10154768759864893_10154769026384893;اوعى حد يضحك عليك ويقول لك ان المخاروة مسلمين حط شحاطتك في فمه وقل له يا ابن شارع الهرم وشرم الشيطان اوعى حد يضحك حليك ويقول لك مخخخخخر بلد الحضارة ابحث على اقرب ذيل كلب وحطو في فمه قل له انتم بلد السحر والتحرش السيدة سارة زوجة ابراهيم الخليل شاهدة اوعى يضحك عليك ويقول لك ان حطين تعود لرمسيس حط ........غي فمه وقل له صلاح الدين الايوبي اوعى يضحك عليك ويقول لك ان المخاروي بني ادم حط شحاطتك في فمه وقل له الكائن المخاروي كائن رقاص يعشق الرقص فقط ومستعد ان يبيع بلده لاجل طبببببببل
10154768759864893_10154769503989893;مهما طال الزمن اوقصر سيطرد اليهود اﻻنجاس من أرض الأنبياء والمرسلين فلسطين الحبيبة
10154768759864893_10154769007649893;أنا فتاة تونسية معلمة للغة الفرنسية لدي أمل كبير في مساعدة الناس التي تريد تعلم هذه اللغة بأبسط الطرق ودون مقابل فمن كان مهتم يسجل إعجابه بالصفحة ولا ينساني من صالح الدعاء
10154768759864893_10154769015249893;فريق الاعلام الحربي 59 mins ·  عـــــــــــــــــــاجل : تحرير مركز قضاء الشرقاط و رفع العلم العراقي فوق القائمقامية و المستشفى العام #عمليات_فجر_الشرقاط  #فريق_الاعلام_الحربي
10154768759864893_10154769015124893;فريق الاعلام الحربي 59 mins ·  عـــــــــــــــــــاجل : تحرير مركز قضاء الشرقاط و رفع العلم العراقي فوق القائمقامية و المستشفى العام #عمليات_فجر_الشرقاط  #فريق_الاعلام_الحربي
10154768759864893_10154769017344893;#المرجع_الصرخي_رجل_السلام : والله لو قطعتم يد الاخاء والمحبة فسنمد اليد الاخرى https://www.youtube.com/watch?v=2tfGWkMMHrA
10154768759864893_10154769076119893;عتبي على اسماعيل هنيه و خالد مشعل قادة حماس الا يستحي من شيبة رأسهه بهذه الخيانه الكبيرة لسوريا و حكومتها ؟ هل ينكرون جميل بشار عندما اغلق معبر رفح بتواطئ فتح مع اسرائيل و موافقة حسني كان قاعد على المعبر كالمتسولين الحفاة في حينها بشار فتح قصورة امامه و في 2005 بعد الحصار و الحروب التي شنته  اسرائيل عليهم وقتها السعوديه كانت تمنع فنح صندوق تبرعاات لجياع غزة و بشار بعث للغزة شاخنات اغذيه لاهالي غزة و ماذا عن سلاح الجو السوري الذي لولاهم لاكتفوا الفلسطينين المقاومة بالحجارة ولكن بسلاح الجو السوري ضربوا تل ابيب و حيفا قلب اسرائيل وسط صمت خليجي يضعوون ايدهم بيد الصهاينه ضد بشار الاسد ؟؟؟؟
10154768759864893_10154769069029893;فلسطين لا تحتاج إلى مهرجانات بل تحتاج إلى رجال يخافون الله ويخيفون أعداء الله، أي إلى مجاهدين يرهبون أعداء الله وأعداءهم، دعوكم من الهشك بشك لأن الله لا ينصر القوم الفاسقين  فاتقوا الله. الجزائري الحر
10154768759864893_10154769030059893;أيها العرب .. ان الفلسطينيين الذين قتلوكم فى نهر البارد فى لبنان و أشعلوا الحرب الأهلية عام 75 و قاتلوا السوريين مع داعش و فحروا العراقيين الأشراف و حاولوا قتل الملك الراحل الحسين بن على ملك الأردن و يسبوننا جميعا" ليل نهار هم أنفسهم من يقولون للمحتل تأمر سيدى و هم يعملون فى بناء المستوطنات
10154768759864893_10154769031229893;هل تعلم ان سبب الحرب الأهلية اللبنانية، في عام 1975، هو محاولة اغتيال الزعيم المارونى بيار الجميل، والتي قامت بها مجموعة من المسلحين الفلسطينيين الذين لم يحاربوا من أجل تحرير فلسطين و لو لمرة واحدة من مخيى صبرا و شاتيلا ، ما تسبب في الهجوم على إحدى الحافلات المدنية، أدت إلى مصرع 27 شخصا، عرفت باسم حادثة "عين الرمانة".لتبقى ذكرى صبرا و شاتيلا شاهدة على خيانتهم لكل من أكرمهم
10154768759864893_10154769040284893;تردد القناة على النايلسات؟؟؟؟؟
10154768759864893_10154769129289893;انشاء الله تتحرر فلسطين وكون المهرجان العالمي
10154768759864893_10154770179809893;‏نتنياهو  هناك تقدم في العلاقات مع عدد من الدول العربية
10154768759864893_10154769266149893;مامشكلة ماالمهرجان اللي بي٦بر عن الحب وحدة سيظل حب فلسطيين في دواخلنا الي ان يرث الله الارض سودانيه
10154768759864893_10154768999294893;ﻣﻤﻜﻦ ﺗﺸﻮﻓﻮﺍ ﺍﺧﺮ ﻣﻨﺸﻮﺭ ﻋﻨﺪﻱ
10154768759864893_10154768999359893;ﻣﻤﻜﻦ ﺗﺸﻮﻓﻮﺍ ﺍﺧﺮ ﻣﻨﺸﻮﺭ ﻋﻨﺪﻱ
10154768759864893_10154769402949893;وصل وصل بسلامه الله الزعيم الى ارض الكنانه
10154768759864893_10154769127594893;بهدلتو بينا من اين ياتي الاستقلال بي الغناء والرقص او بي الجهاد
10154768759864893_10154769022499893;افرحو هذا الغبي سيدمر امريكا اقتصاديا و اجتماعيا
10154768759864893_10154769371324893;Sam Mo Sadik Sam Mo Sadik الشرقاط تعود بسواعد الابطال ...لم يتبقى شيء على الموصل .. بعد ان سلمها الخونة على طبق من ذهب الى داعش اليوم تعود بدماء قواتنا العراقية 🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶..  شكراً لكم ويعجز اللسان عن شكركم✌🏻️🇮🇶✌🏻️🇮🇶 https://www.facebook.com/ALBASHA.NoRi/photos/pcb.1210117089010730/1210115919010847/?type=3&theater
10154768759864893_10154769058069893;الفلسطيززز مرتاح فى المخيمات😂😂😂😂😉
10154768759864893_10154769194314893;الشرقاط تعود بسواعد الابطال ...لم يتبقى شيء على الموصل .. بعد ان سلمها الخونة على طبق من ذهب الى داعش اليوم تعود بدماء قواتنا العراقية 🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶..  شكراً لكم ويعجز اللسان عن شكركم✌🏻️🇮🇶✌🏻️🇮🇶  https://www.facebook.com/ALBASHA.NoRi/photos/pcb.1210117089010730/1210115919010847/?type=3&theater
10154768759864893_10154769109929893;مهرجان ايه و أناشيد ايه يا أنطاع يا رمم يا معدومى الشرف و النخوة و الكرامة ..  استرجلوا و روحوا يا أنطاع حاربوا و حرروا أرضكو علشان تقدروا ترفعوا راسكم اتفوووووووووو ههههههههههههههههههههههههههههههههههه
10154768759864893_10154769239064893;https://www.facebook.com/B.ALHAMAWI/?ref=bookmarks
10154768759864893_10154769409004893;https://www.facebook.com/%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1-%D8%AB%D9%88%D8%B1%D8%A9-564714253738561/
10154768759864893_10154769564874893;https://www.facebook.com/%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D8%A7%D8%B1%D9%8A%D8%B3%D8%AA%D9%88%D9%86-19094-167692086769749/
10154768759864893_10154769263144893;#الصرخي_يطالب_بعودة_النازحين المرجع العراقي السيد #الصرخي الحسني مئات الالاف وملايين الناس في الصحاري وفي البراري وفي اماكن النفايات والقاذورات وعليهم ينزل المطر ويضربهم البرد كما مر عليهم لهيب الحر والسموم والشمس وحرارة الشمس وعطش الشمس ومعاناة الصيف , مر عليهم الصيف ومر عليهم الشتاء وتمر عليهم الايام والاسابيع والاشهر والفصول والسنين ولا يوجد من يهتم لهؤلاء المساكين ، لهؤلاء الابرياء . http://up.1sw1r.com/upfiles2/5n040841.jpg
160729029892_10154768745404893;#نداء_تونس ينزف من الداخل فبات عاجزا عن عقد مؤتمره العام بسبب الخلافات
تقرير: لطفي حجي
10154768745404893_10154768952959893;ذا الكائن الذي كذب فصدق كذبته و ادعى ان الاربع أصابع شعار حرية، اقول له كفاك تبعية و ابحث عن تاريخ هذه العلامة...ثم تأكد انكم يا اعداء الدين و الوطن لن تستمروا طويلا و لن تدمروا تاريخ تونس و لا اي بلد عربي بشذوذكم و جهلكم و طمعكم و نفاقكم و عهركم..تعود التونسي الحر الصبر و سكوته ليس جبن و لا خوف لكن صمود و تحدي و بعون الله سبحانه وتعالى سيأتي اليوم و هو ليس ببعيد و ستفرون و ترجعون لحفركم دون رجعة...حسبي الله ونعم الوكيل فيكم. .حسبي الله ونعم الوكيل فيكم
10154768745404893_10154768969409893;#الجزيرة_سبب_دمار_الوطن_العربي  العبو غيرها يا قناة الفتنة والله انتم فعلا سبب دمار الاوطان والشعوب
10154768745404893_10154768940969893;الأمين العام لحزب الله حسن نصر الله يستفز المصريين بتصريح غريب ويقول بأن طريق القدس يمر من "شارع الهرم" ويجب على الأمة أولاً تنظيفه من التحـرش الجنـسي والرذيـلة والمراقـص والكباريهـات قبل التفكـير بتحرير القدس وفلسطين
10154768745404893_10154768995604893;اسرائيل لها أصدقاء في المنطقة ومنها قطر  لما لا تتوسط قطر الى اسرائيل حبيبتها وتتوسل الى نتانياهو حتى يرفع الحصار عن إخواننا في غزة  ليس هكذا أفضل وتكون الصداقة منتجة
10154768745404893_10154769307324893;رأس الهرم الأكبر القائد سبسي عاحفة قبره... والعجيب اني تفاجئت باخواننا التوانسة حطوا واحد متهالك فاسد ماعنده مايدير.. حقا أحيانا اشتاقت العبيد للعبودية للأسف الشديد.
10154768745404893_10154768960239893;يا معشر الأعراب عودوا إلى خيامكم و إبلكم : هنا تونس
10154768745404893_10154768941169893;رسالة لكل مصرية بتقلع هدومها قطعة قطعة زي ممثلات البـورنو في الأفلام والمسلسلات وتترك نفسها ضحية للذئاب البشرية مثل عادل امام وغيره .. انتي بتقولي انو المخرج عاوز كدا بس ربنا مش عاوز كدا !!! انتي همك المخرج ولا ربنا ؟؟؟
10154768745404893_10154768950714893;السيسي: ترامب سيكون قائدا قويا بلا شك !!!!!!!!!!!  الخسيسي ابن الصهيونية لازم يظهر قذارته وحقده ع الاسلام والمسلمين
10154768745404893_10154768986979893;ان هذا الذى يحدث فى تونس سوف يتوقف فى اللحظه التى يعلن فيها  السبسى وحزبه التخلى عن السلطه واعاده الجماعه والعشيره .. من قائل هذه العباره علنا فى مصر وسرا فى تونس ؟
10154768745404893_10154768981719893;القوات العراقية تحرر مدينة #الشرقاط بشكل كامل
10154768745404893_10154768983374893;اصلا حزب العار فشل ليس فقط نداء تونس الاثني عشرية الغنوشية سقطت فما بالك بالسيس الهرم
10154768745404893_10154770207444893;الإمارات لم تعد ترسل الأموال ودولارات لذلك الحزب ينهار هذه نهاية الأحزاب الكارتون مبنية على الرز الإماراتي
10154768745404893_10154768980339893;hahim lkeklab eli ntakhbtouhim wen weslou hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh oudhrib dhalimin bedhalimin w kharijna minhoum salimin ya rab l3alamin
10154768745404893_10154769061139893;لانه من البداية كانت تركيبته ليست لخدمة المجتمع التونسي وانما كانت عصابة من اجل المناصب و الكراسي والمصالح الخاصة وسرقة المال العام سبب دمار الاوطان العربية هم السياسيين اصحاب المصالح الشخصية
10154768745404893_10154768975674893;كلها خلافات مصالح ضيقة وشخصية ولو كانت خلافات لمصلحة الوطن لما منعهم شيء عن الاجتماع في اليوم الف مرة!!!
10154768745404893_10154769015424893;فريق الاعلام الحربي 59 mins ·  عـــــــــــــــــــاجل : تحرير مركز قضاء الشرقاط و رفع العلم العراقي فوق القائمقامية و المستشفى العام #عمليات_فجر_الشرقاط  #فريق_الاعلام_الحربي
10154768745404893_10154769015619893;فريق الاعلام الحربي 59 mins ·  عـــــــــــــــــــاجل : تحرير مركز قضاء الشرقاط و رفع العلم العراقي فوق القائمقامية و المستشفى العام #عمليات_فجر_الشرقاط  #فريق_الاعلام_الحربي
10154768745404893_10154769371844893;الاسلاميين فى كل دولة زى العناكب
10154768745404893_10154768956049893;اللهم اضرب الظالمين بالظالمين و اخرجنا من بينهم سالمين يا رب
10154768745404893_10154769232569893;الأحزاب أكثر من الشعب  ، الزغاريد أكثر من الكسكسي
10154768745404893_10154769750204893;Allah latbarkilhooooom
10154768745404893_10154770243889893;عندما يختلف الأربعين حرامي مع علي بابا ( السبسي )
10154768745404893_10154768982799893;دولت العلمانين هيك نهايتها
10154768745404893_10154768988294893;اﻻحزاب الشمولية ﻻ تصلح في أجواء الديموقراطية
10154768745404893_10154769030194893;في تونس حوار داخلي ...لا يفهمه الطرفين!.
10154768745404893_10154769149824893;هو حزب التجمع بنفس رموزه و الوانه، عاد مثل الافعى التي تغير جلدها.....
10154768745404893_10154770233849893;اصلا انتم عار على تونس يا ازلام النظام السابق  ...
10154768745404893_10154769003724893;اللهم اضرب الظالمين بالظالمين و اخرجنا من بينهم سالمين يا رب
10154768745404893_10154768983659893;تونس ما تقفش على النداء اوغيىها الاه يسامحكم اعملوا اللي تحبوا
10154768745404893_10154769509399893;تقصد بداء تونس، او بالاحرى عصابة السراق
10154768745404893_10154769229754893;Nida essorre9 tfoooooooooooh alikom ye 5ommej
10154768745404893_10154769032929893;اللهم شتت شملهم
10154768745404893_10154770196699893;اللهم فرق جمعهم لانهم اجتمعوا على خراب هذا البلد
10154768745404893_10154768965784893;تخصصكم
10154768745404893_10154769834584893;من بني على باطل فهو باطل
10154768745404893_10154770222279893;نداء السرااااااااااااااق
10154768745404893_10154769069364893;.
10154768745404893_10154769376914893;Sam Mo Sadik Sam Mo Sadik الشرقاط تعود بسواعد الابطال ...لم يتبقى شيء على الموصل .. بعد ان سلمها الخونة على طبق من ذهب الى داعش اليوم تعود بدماء قواتنا العراقية 🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶..  شكراً لكم ويعجز اللسان عن شكركم✌🏻️🇮🇶✌🏻️🇮🇶 https://www.facebook.com/ALBASHA.NoRi/photos/pcb.1210117089010730/1210115919010847/?type=3&theater
10154768745404893_10154769374234893;النداء أصابه داء مجهول (منوا فيه)
